original_text,annotation_id,from_entity,to_entity,from_entity_name,from_entity_start,from_entity_end,from_entity_label,to_entity_start,to_entity_end,to_entity_name,to_entity_label,relation_type
"The gut microbiome is crucially engaged in the regulation and maintenance of human health and homeostasis, i.e., proper intestine motion, fibre digestion, regulating the development of host immunity, and exerting a protective effect against pathogenic factors (such as Campylobacter jejuni, Helicobacter pylori, and Clostridium difficile). The Irish ELDERMET study (Elderly to benefit from Research Project) demonstrated the correlation between intestinal microbiota diversity and health outcomes such as overall health, frailty, and proper immune functions, underlying the gut microbiota composition as a possible indicator of healthy ageing. Multiple studies showed the interplay between the intestinal microbiota and modulation of central nervous system (CNS) functions and neurodegeneration processes, pointing to the microbiome-gut-brain axis as one of the factors modulating host homeostasis in health and disease. In the past decade, the alterations of the gut microbiota, which are called dysbiosis, have been connected with the pathophysiology of numerous common diseases such as type 2 diabetes, obesity, gastrointestinal diseases, and cardiovascular events. Dysbiosis state is also implicated in neurological and neurodegenerative disorders such as autism, and Alzheimer's (AD) or Parkinson's (PD) diseases. During dysbiosis, disrupted homeostasis allows the pathobionts to expand, which can further amend the bowel's mucosal barrier, exerting neurogenic inflammatory processes.",16115219.0,76,p4ccGPn_Kr,Dysbiosis,1169.0,1178.0,Disease,1292.0,1301.0,Parkinson,Disease,causes
"TMAO has been mechanistically linked to atherosclerosis and is also proposed as a promotor and predictor of clinical vascular events in CAD. Plasma TMAO levels are associated with long-term risks of cardiovascular events in patients with acute coronary syndrome, at least in particular related to its pro-inflammatory capacity, promoting the adhesion ability of aortic endothelial cells. In mechanism, TMAO enhances platelet hyperreactivity by altering Ca2+ signaling and elicits a pro-thrombotic effect. Especially, TMAO seems to induce systemic inflammation that contributes to CAD progression. This is particularly relevant given that TMAO directly activates inflammatory pathways, and elicits perturbations in membrane dynamics in human aortic ECs and smooth muscle cells. In particular, the exosomes secreted by TMAO-stimulated hepatocytes increase the secretion of TNF-alpha and IL-6, and further promote inflammation.",18896134.0,3405,3402,patients,224.0,232.0,Species,238.0,261.0,acute coronary syndrome,Disease,experiences
BCAAs promote insulin resistance to induce obesity,18116602.0,1659,1660,BCAAs,0.0,5.0,Chemical,43.0,50.0,obesity,Disease,causes
Psychological Stress and Corticotropin-Releasing Hormone Increase Intestinal Permeability in Humans by a Mast Cell-Dependent Mechanism,18392622.0,2710,5w___3RVM6,Stress,14.0,20.0,Disease,66.0,89.0,Intestinal Permeability,Disease,increase
Oxidative Stress: A Key Modulator in Neurodegenerative Diseases,17015053.0,2333,cDFRqbV7Zm,Neurodegenerative Diseases,37.0,63.0,Disease,0.0,16.0,Oxidative Stress,Disease,None
"Carbon Monoxide (CO) Correlates with Symptom Severity, Autoimmunity, and Responses to Probiotics Treatment in a Cohort of Children with Autism Spectrum Disorder (ASD): A Post-Hoc Analysis of a Randomized Controlled Trial",18391921.0,2697,2696,Children,122.0,130.0,Species,136.0,160.0,Autism Spectrum Disorder,Disease,experiences
"Experimental research confirms the hypothesis regarding SCFA reduction in autoimmune diseases (MS among others) and altered gut microbiota. A low level of SCFAs dysregulates Treg cell functions, leading to insufficient immune tolerance towards endogenous components and enteric microbiota. However, this process can be reversed by SCFAs supplementation (e.g., propionic acid). Furthermore, research results indicated that MS is also connected with intestinal permeability disruption and the altered metabolism of bile acids, causing the dysregulation of the immune and nervous systems. Bile acids can act as CNS inflammatory signalling modulators, e.g., ursodeoxycholic acid can exert microglia inflammatory-inhibiting activity. Moreover, tauroursodeoxycholic acid (TUDCA) can direct microglia phenotypes towards an anti-inflammatory state, reducing NFkappaB activation and exerting a neuroprotective effect both in the mouse model of acute neuroinflammation and on microglial cells in vitro. TUDCA binds to the G protein-coupled bile acid receptor 1/Takeda G protein-coupled receptor 5 (GPBAR1/TGR5) expressed in microglial cells. This binding follows an increased level of microglial intracellular cyclic adenosine monophosphate (cAMP), inducing the release of the anti-inflammatory cytokines and chemokines (e.g., IL-4Ralpha, IL-10, IL-1 receptor-associated kinase-M IRAK-M, programmed cell death ligand 1 PD-L1, and sphingosine kinase 1 Sphk1) and reducing the ones with pro-inflammatory activity (ionised calcium-binding adapter molecule 1 Iba-1, inducible nitric oxide synthase iNOS). Experimental results demonstrated that TUDCA acted as a double-edged sword, triggering microglia enhancement in anti-inflammatory and alternatively activated markers and on the other hand reducing the infiltration of macrophages and microglia with expressed pro-inflammatory markers. Interestingly, during neuroinflammation, microglial cells change their morphology, converting themselves into reactive macrophage-like forms. However, microglial cells are flexible, as they can sometimes polarize towards alternatively activated phenotypes, promoting CNS pathologies (proinflammatory or M1 microglia), or exert anti-inflammatory effects, boosting cell repair and remodeling. Bile acids were identified as nuclear hormone receptor farnesoid X receptor agonists, leading to experimental autoimmune encephalomyelitis (EAE) depletion (in a mouse model) and neuroinflammatory process adjustment. The administration of the complex probiotic positively influenced the intestinal flora balance in patients diagnosed with MS. The probiotic prevented the onset of dysbiosis, significantly increasing the amount of Methanobrevibacter and Akkermansia, Prevotella, and Sutterella in MS patients, influencing gene expression and the production of beneficial bacterial metabolites.",16224291.0,1291,0YDTTIhlIG,patients,2580.0,2588.0,Species,2604.0,2606.0,MS,Disease,experiences
"Recently, bacterial strains producing SCFAs have gained extreme popularity. SCFAs are small organic monocarboxylic acids, released after the fermentation of indigestible alimentary fiber (mainly galacto- or fructooligosaccharides), plant-derived polysaccharides, or the metabolism of amino acids, and are considered a key gut-derived metabolites with beneficial health effects and as essential in gut-brain crosstalk. The type of formed SCFAs is correlated with the kind of fiber ingested and the overall gut microbiota population. For example, microbes belonging to Firmicutes phyla (e.g., Lachnospiraceae, Eubacterium, or Roseburia belonging to the Clostridia class) are responsible for the main production of butyrate, whereas Bifidobacteria spp. produce lactate and acetate. SCFAs are significantly reduced during dysbiosis, where disrupted gut epithelial integrity, inflammation, and altered microbiome metabolic processes occur. In a healthy colon, levels of SCFAs can vary depending on a diet; however, in multiple diseases, these levels are altered. SCFAs may also act in an indirect or direct way through G-protein-coupled receptors or as histone deacetylase epigenetic modulators. They participate in various physiological processes, such as cell energetics and colonocyte metabolism and skeletal, adipose, and liver tissue modulation. Their major functions comprise the activation of trophic factors, energy management, and the manufacturing of regulatory T-cells. Short-chain fatty acids can be considered as key intermediaries in numerous neurological diseases such as Parkinson's and Alzheimer's diseases, stroke, and neuropsychiatric conditions.",16409429.0,uAoPnCbE1a,Q3i2Rokqsv,Bifidobacteria spp.,730.0,749.0,Species,779.0,784.0,SCFAs,Chemical,start
Protective Roles of Intestinal Microbiota Derived Short Chain Fatty Acids in Alzheimer's Disease-Type Beta-Amyloid Neuropathological Mechanisms,16856473.0,2101,f-9NfplTtp,Alzheimer's Disease-Type Beta-Amyloid Neuropathological Mechanisms,77.0,143.0,Disease,20.0,41.0,Intestinal Microbiota,Species,None
"The gut microbial community is the largest micro-ecosystem in the human body, formed by more than 1000 different species, with high density per mL and encoding approximately 4 x 106 genes, 150 times more unique than the human genome. It is predicted that the total weight of our gut microbiota deposit circulates around 1-2 kg, approximately reaching the human brain weight. Ninety-five percent of symbiotic microorganisms are located in the gut. These multi-species ecological arrangements mostly comprise anaerobic bacteria, with at least 500-1000 different species and more than 7000 strains, mainly from the Firmicutes and Bacteroidetes families (accounting for approx. 90% of bacterial species). In addition, the gut microbiome is co-inhabited by bacteria belonging to Proteobacteria, Actinobacteria, and Verrucomicrobia phyla, as well as archaea, viruses, fungi, bacteriophages, and protozoa (especially during pathologic conditions), which reside in the gastrointestinal (GI) tract, maintaining symbiosis with the host.",16114793.0,DG7rnA8m29,cKd-ghRBJv,Verrucomicrobia phyla,810.0,831.0,Species,961.0,988.0,gastrointestinal (GI) tract,Cellline,Location_of
"The function of the gut microbiota is closely related to the risk of CVDs. Specifically, an impaired mucosal barrier, overactivated inflammation, and immune dysfunction are crucial steps in the development of CVDs triggered by gut microbiota dysbiosis. The structural constituents of gram-negative bacteria, such as LPS, are the main reason for endotoxemia and impaired intestinal mucosal barrier function. It has been reported that LPS is important in the development of cardiometabolic diseases. Moreover, studies showed that the high-fat diet could result in decreased intestinal levels of gram-positive Bifidobacteria and increased LPS-containing gut microbiota which further leads to obesity, the main risk factor for CVDs. Importantly, continuous subcutaneous infusion of LPS showed a tendency to cause the change of glucose metabolism and the pattern of weight gain was similar to that seen when taking a high-fat diet. Therefore, intestinal dysbiosis and the corresponding change in metabolites lead to abnormal nutrient metabolism, insulin resistance, and increased adipose tissue storage, which increases the risk of cardiovascular risk factors such as obesity and diabetes. Herein, we take obesity and diabetes as examples to explain the effect of gut microbiota on cardiovascular risk factors (Fig. 3).",18057704.0,5eO7H-Hnx7,1307,increased adipose tissue,1065.0,1089.0,Disease,1163.0,1170.0,obesity,Disease,increase
"Schizophrenia is a severe neuropsychological disorder affecting approximately 1% of the world's population. 16S rRNA sequencing and diversity analyses of the fecal-derived microbiota obtained from patients suffering from schizophrenia indicated lower microbiome diversity. Performed analyses revealed the abundance of Proteobacteria and decreased amount of SCFAs synthesizing bacteria from Blautia, Coprococcus, and Roseburia species. It has been reported that butyrate and other SCFAs can cross the gastrointestinal endothelium and can pass through the BBB (exploiting active membrane transporters) and inhibit histone deacetylase 1 (HDAC1). Abnormal microbiota can lead to reduced levels of butyrate and can cause the elevation of HDAC1 levels in the prefrontal cortex and hippocampus of patients with diagnosed schizophrenia, causing altered DNA methylation, impaired synaptic plasticity and short-term memory, and the development of impaired cognitive function and social abilities.",16212573.0,1514,1515,schizophrenia,814.0,827.0,Disease,937.0,964.0,impaired cognitive function,Disease,causes
"Given that the gut microbiota is important in the regulation of immune homeostasis, many studies have reported an association between the gut microbiota and the occurrence, and the treatment of immune-related diseases such as inflammation, cancers, and autoimmune diseases. For example, among metastatic melanoma patients receiving immunotherapy, the diversity and composition of the gut microbiota differed significantly between responders and non-responders, and the function of the gut microbiota differed between the two groups. Several interventions targeting gut microbiota, such as SCFAs supplementation and microbiota transplantation, have shown beneficial therapeutic efficacy for the treatment of inflammatory bowel disease. Additionally, the gut microbiota also triggers immune dysregulation and chronic low-grade inflammation to promote the development of CVDs.",16855574.0,FqGLksF0uC,406,gut microbiota,138.0,152.0,Species,253.0,272.0,autoimmune diseases,Disease,Associated_with
"Experimental research confirms the hypothesis regarding SCFA reduction in autoimmune diseases (MS among others) and altered gut microbiota. A low level of SCFAs dysregulates Treg cell functions, leading to insufficient immune tolerance towards endogenous components and enteric microbiota. However, this process can be reversed by SCFAs supplementation (e.g., propionic acid). Furthermore, research results indicated that MS is also connected with intestinal permeability disruption and the altered metabolism of bile acids, causing the dysregulation of the immune and nervous systems. Bile acids can act as CNS inflammatory signalling modulators, e.g., ursodeoxycholic acid can exert microglia inflammatory-inhibiting activity. Moreover, tauroursodeoxycholic acid (TUDCA) can direct microglia phenotypes towards an anti-inflammatory state, reducing NFkappaB activation and exerting a neuroprotective effect both in the mouse model of acute neuroinflammation and on microglial cells in vitro. TUDCA binds to the G protein-coupled bile acid receptor 1/Takeda G protein-coupled receptor 5 (GPBAR1/TGR5) expressed in microglial cells. This binding follows an increased level of microglial intracellular cyclic adenosine monophosphate (cAMP), inducing the release of the anti-inflammatory cytokines and chemokines (e.g., IL-4Ralpha, IL-10, IL-1 receptor-associated kinase-M IRAK-M, programmed cell death ligand 1 PD-L1, and sphingosine kinase 1 Sphk1) and reducing the ones with pro-inflammatory activity (ionised calcium-binding adapter molecule 1 Iba-1, inducible nitric oxide synthase iNOS). Experimental results demonstrated that TUDCA acted as a double-edged sword, triggering microglia enhancement in anti-inflammatory and alternatively activated markers and on the other hand reducing the infiltration of macrophages and microglia with expressed pro-inflammatory markers. Interestingly, during neuroinflammation, microglial cells change their morphology, converting themselves into reactive macrophage-like forms. However, microglial cells are flexible, as they can sometimes polarize towards alternatively activated phenotypes, promoting CNS pathologies (proinflammatory or M1 microglia), or exert anti-inflammatory effects, boosting cell repair and remodeling. Bile acids were identified as nuclear hormone receptor farnesoid X receptor agonists, leading to experimental autoimmune encephalomyelitis (EAE) depletion (in a mouse model) and neuroinflammatory process adjustment. The administration of the complex probiotic positively influenced the intestinal flora balance in patients diagnosed with MS. The probiotic prevented the onset of dysbiosis, significantly increasing the amount of Methanobrevibacter and Akkermansia, Prevotella, and Sutterella in MS patients, influencing gene expression and the production of beneficial bacterial metabolites.",16224291.0,1283,s2w0tvJbqt,TUDCA,1630.0,1635.0,Chemical,1678.0,1687.0,microglia,Cellline,improve
"However host-microbiota interplay is not exclusively restricted to cell-cell interactions. Intestinal microbes are capable of producing a plethora of different types of compounds, i.e., small molecules (amino acids, neurotransmitters, short-chain fatty acids (SCFAs) and other fatty acid derivatives, indoles, vitamins, and cofactors), polysaccharides, and proteins (i.e., bacteriocins), which have been reported as important factors in shaping the bacterial community and modulation of the immune system. It has been demonstrated that intestinal bacterial strains such as Escherichia coli or Lactobacillus spp. interact directly with the host's CNS (central nervous system), as they can release neurotransmitters such as dopamine, noradrenaline, histamine, acetylcholine, GABA (gamma-aminobutyric acid), or serotonin. This metabolic status of the microbiome is also vulnerable to dysbiosis and compositional changes and often leads to metabolic disturbances. For example, dysbiosis can induce elevated reactive oxygen species (ROS) levels, intensifying oxidative stress and neuronal inflammatory processes. It has been estimated that 40% of the metabolites detected in humans are the products of bacterial metabolism, which plays a fundamental role in the modulation of the host's physiological processes, including immune-mediated neurodegeneration or affecting neural cell metabolism.",16115776.0,129,jkPLcUvxai,Lactobacillus,593.0,606.0,Species,651.0,673.0,central nervous system,Cellline,Interacts_with
"Moreover, Nod-like receptors (NLRs) are also important pattern recognition receptors that are very important for the maintenance of the intestinal microecology and mucosal barrier. Except for the TLR family, the role of the NLR family in CVDs susceptibility has now received increasing attention. The NLR family contains nucleotide-binding oligomerization domain 1 (NOD1), nucleotide-binding oligomerization domain 2 (NOD2) as well as NOD, leucine-rich repeat (LRR), and Pyrin domain-containing protein 3 (NLRP3). LPS released by gut microbiota can further promote the expression of NLRP3. In fact, after binding to its ligand, NLRs can induce the expression of cytokines and chemokines through the activation of nuclear factor kappa-B (NF-kappaB) pathway or mitogen-activated protein kinase (MAPK) pathway, and further induce the immune inflammatory response.",16623433.0,LYr0_oSU14,vxoyMxfUu8,NLRs,628.0,632.0,Species,793.0,797.0,MAPK,Species,start
"Sulfur-containing amino acids such as cysteine and methionine produce sulfides under the action of intestinal bacteria, which are mainly produced by the desulfurization reaction of intestinal bacteria. Studies have found that bacteria such as Escherichia coli, Salmonella, Clostridium and Enterobacter aerogenes in the large intestine can lyse sulfur-containing amino acids. Some bacteria in the human intestine use sulfate as a substrate to produce a large amount of H2S, which has various functions such as protecting cells, relaxing blood vessels, regulating blood pressure and reducing heart rate. And H2S is also important in the protection of CVDs.",17124435.0,bCNs10IY86,1099,intestinal bacteria,99.0,118.0,Species,51.0,61.0,methionine,Chemical,Interacts_with
Association of Fecal and Plasma Levels of Short-Chain Fatty Acids with Gut Microbiota and Clinical Severity in Patients With Parkinson Disease,16855777.0,iq32vdNNri,2059,Gut Microbiota,71.0,85.0,Species,111.0,119.0,Patients,Species,part_of
"As previously mentioned, the microbiome is able to produce SCFAs. Its indirect influence on Alzheimer's disease progression has been reported in multiple studies. The gut microbiota of AD patients represented a diminished amount and incidence of bacteria producing butyrate and proinflammatory-acting bacterial taxa. Many studies revealed that the decreased levels of SCFAs can cause increased gut permeability together with altered gut pH levels, enabling the spread of opportunistic bacteria from Shigella and Escherichia species, elevated both in AD and PD. Studies on the Japanese population underlined the negative correlation between SCFAs and the onset of AD and type 2 diabetes.",16143400.0,jfHrzCtZgM,414,Shigella,499.0,507.0,Species,550.0,552.0,AD,Disease,affects
Potential Roles of Gut Microbiome and Metabolites in Modulating ALS in Mice,18114061.0,2451,vygQhW6_gx,Gut Microbiome,19.0,33.0,Species,64.0,67.0,ALS,Disease,affects
"BAs, as by-products of cholesterol metabolism, are the main organic component of bile and are synthesized in hepatocytes. Cholic acid (CA) and chenodeoxycholic acid (CDCA) are primary BAs directly synthesized from cholesterol; secondary BAs include deoxycholic acid (DCA), lithocholic acid (LCA), ursodeoxycholic acid (UDCA) and their glycine and taurine conjugated forms. BAs are excreted into the intestine to aid in the digestion and absorption of lipids and combine with farnesoid X receptor (FXR) and takeda-G-protein receptor 5 (TGR5) (Fig. 2). There is a strong biochemical relationship between BAs and gut microbiota. Some gut microbiota in healthy people can convert conjugated BAs into free BAs, and can transform BAs into secondary BAs with the help of bile salt hydrolase (BSH) and cholesterol 7-alpha hydroxy-lase (CYP7A1), so as to reduce blood cholesterol by affecting the enterohepatic circulation of BAs. Besides, the gut microbiota affects the metabolism of BAs by regulating the activity of BSH to reduce LDL cholesterol levels. BAs have bacteriostatic properties and an antimicrobial effect. BAs destroy the integrity of the bacterial cell membrane and thereby change the intestinal microecology. BAs also prevent bacteria from overgrowth and decrease inflammation. More importantly, BAs are also closely associated with CVDs. For example, BAs levels in the feces of patients with CVDs are different from those in healthy individuals. And BAs have been reported to regulate vascular tension and affect ion exchange on cardiomyocyte membranes, suggesting that regulating BAs by gut microbiota might be a treatment for CVDs.",17301489.0,859,u1T3OekUCN,DCA,267.0,270.0,Chemical,227.0,240.0,secondary BAs,Chemical,part_of
"Importantly, studies found that the occurrence of CVDs was also involved in the immune response mediated by the NLR family. For example, atherosclerotic plaques in LDLR-/- NOD 1/2-/- mice showed less lipid deposition and macrophage aggregation, suggesting that lack of NOD 1/2 may reduce the occurrence of atherosclerosis. Moreover, the peptidoglycan components in bacteria can bind to NOD1 and NOD2, which in turn mediate the occurrence of the inflammatory response, and further leads to atherosclerosis. Besides, inflammation induced by the NLRP3 inflammasome plays a role in the interaction between gut microbiota and cardiometabolic diseases. For instance, the NLRP3 deficient obese mice had altered composition of the gut microbiota, decreased TMAO and LPS levels, as well as downregulated hepatic steatosis and myocardial energy metabolism. Nevertheless, another study reported that NOD TLR4 -/- mice developed higher body weight, hyperlipidemia, severe insulin, and glucose intolerance, lower circulating SCFAs levels, higher levels of Bacteroidetes, lower levels of Firmicutes in the large intestine, as well as fewer SCFAs-associated gut microbiota, all of which may promote the development of insulin-deficient diabetes.",16855003.0,gXNbbggXwN,YgISsWEy5W,NLRP3 deficient obese,665.0,686.0,Disease,758.0,761.0,LPS,Chemical,decrease
"The bacteria living in the human gut are also called commensals. Some beneficial commensal microbes could repair the normal function of the intestinal barrier and exert anti-inflammatory effects, such as Akkermansia muciniphila (A. muciniphila), Faecalibacterium prausnitzii, and Roseburia intestinalis, et al. . These commensal microbes make up about 20% of the total gut microbiota. They are indispensable for maintaining the physiological function of adult tissues and organs by synthesizing a variety of vitamins, participating in food digestion, producing lactic acid, promoting intestinal peristalsis, inhibiting the growth of pathogenic microbiota, and activating the immune system. For example, one of the most important commensal microbes in the human gut is Bifidobacterium, a strictly anaerobic gram-positive bacterium, which assists the human body in the digestion and absorption of nutrients, resists the invasion of harmful bacteria, improves the immune function of the body, secretes molecules to regulate immune function, and participates in the metabolism of substances in the intestine. Besides, another common commensal microbe, A. muciniphila, a gram-positive bacterium, reduces insulin sensitivity and is inversely associated with the development of obesity and diabetes. Furthermore, Clostridium butyricum can produce butyric acid, improve insulin sensitivity, produce satiety, and reduce the content of adipose tissue.",16619228.0,126,5IZ3DWyqgK,A. muciniphila,229.0,243.0,Species,369.0,383.0,gut microbiota,Species,part_of
"The origins of Parkinson's disease are the result of many factors such as increased age, polygenic factors (disease-segregating mutations in alpha-synuclein protein occurring in 15% of PD patients), toxins, and infectious agents. In 2006, Braak et al. assumed the gut-related origins of Parkinson's disease. One of the key pathological hallmarks of PD is Lewy bodies, being eosinophilic inclusion forms of misfolded alpha-synuclein aggregates. Importantly, alpha-synuclein protein has a tendency to misfold and form aggregates. Its accumulation has been detected during bacterial and viral infections in the gut. Moreover, it can be recognized as a characteristic indicator of PD neural degeneration. This protein aggregate can boost the local immune response. Interestingly, alpha-synuclein deposition has been confirmed in the neurons of the intestinal submucosa, together with a possibility of the alpha-synuclein transport to the brain via the vagus nerve (translocation of prion-like proteins). Misfolded alpha-synuclein triggers neuronal dysfunction and progressive degeneration, thereby enabling disease progression. Additionally, alpha-synuclein deposition in CNS is associated with intestinal hyperpermeability, TLRs, and pro-inflammatory cytokine overexpression. Animal models showed that alpha-synuclein aggregation in PD is associated with disorders of lipid metabolism, especially concerning phospholipids and sphingolipids.",16172163.0,892,883,alpha-synuclein,457.0,472.0,Species,677.0,699.0,PD neural degeneration,Disease,Marker/Mechanism
"In addition to the clear relationship between gut microbiota and the occurrence of obesity, gut microbiota has also been associated with the development and prognosis in patients with diabetes. Diabetes are associated with a relative or absolute insufficiency of insulin, or insulin resistance, which results in metabolic disturbance of carbohydrates, lipids, and proteins. In China, the number of diabetic patients has reached 114 million, accounting for 1/3 of the total number of diabetic patients all around the world. Type 2 diabetes (T2D) accounts for more than 95% of the total diabetes population. Recently, researchers have pointed out that gut microbiota may play an important role in the occurrence and development of T2D. Thus, exploring the relationship between gut microbiota and T2D may provide new ideas for clinical research and treatment.",18118449.0,1751,U0-_B9ZxwV,Diabetes,194.0,202.0,Disease,92.0,106.0,gut microbiota,Species,None
"The gut microbiota is critical to human health, such as digesting nutrients, forming the intestinal epithelial barrier, regulating immune function, producing vitamins and hormones, and producing metabolites to interact with the host. Meanwhile, increasing evidence indicates that the gut microbiota has a strong correlation with the occurrence, progression and treatment of cardiovascular diseases (CVDs). In patients with CVDs and corresponding risk factors, the composition and ratio of gut microbiota have significant differences compared with their healthy counterparts. Therefore, gut microbiota dysbiosis, gut microbiota-generated metabolites, and the related signaling pathway may serve as explanations for some of the mechanisms about the occurrence and development of CVDs. Several studies have also demonstrated that many traditional and latest therapeutic treatments of CVDs are associated with the gut microbiota and its generated metabolites and related signaling pathways. Given that information, we summarized the latest advances in the current research regarding the effect of gut microbiota on health, the main cardiovascular risk factors, and CVDs, highlighted the roles and mechanisms of several metabolites, and introduced corresponding promising treatments for CVDs regarding the gut microbiota. Therefore, this review mainly focuses on exploring the role of gut microbiota related metabolites and their therapeutic potential in CVDs, which may eventually provide better solutions in the development of therapeutic treatment as well as the prevention of CVDs.",16509972.0,jzud5fYa8B,IyJhD7R2Mr,metabolites,1215.0,1226.0,Chemical,1301.0,1315.0,gut microbiota,Species,improve
"However, under certain circumstances, pathobionts can translocate from the gut mucosa to the systemic circulation, leading to systemic inflammation and deleterious effects in CVDs progression. It has been found that oral bacteria, including Streptococcus and Vernonella, have increased ectopic colonization in the intestines of patients with T2D, coronary artery disease (CAD), and inflammatory bowel diseases.",18450103.0,2505,9RukI3CsIN,inflammatory bowel diseases,382.0,409.0,Disease,342.0,345.0,T2D,Disease,None
"The homeostasis between the gut microbiota and the host is a major modulator of the evolution in the mammalian immune system and the maturation of immunologic tissues. In addition to barrier function, gut microbiota is closely related to health and diseases through regulating immune processes. With advances in scientific and technological approaches for investigating the microbiota, study have revealed that the dynamic crosstalk between the host gut and microbiota is crucial for maintaining immune homeostasis. The intestinal mucosal immune system is considered to be the largest immune component in the body, and is functionally related to the intestinal microbiota.",16622173.0,t5v-hIljt0,csXbuToNwM,gut microbiota,201.0,215.0,Species,374.0,384.0,microbiota,Species,None
"Herein we gathered updated knowledge regarding the alterations of gut microbiota (dysbiosis) and its correlation with human neurodegenerative and brain-related diseases, e.g., Alzheimer's and Parkinson's. This review underlines the importance of gut-derived metabolites and gut metabolic status as the main players in gut-brain crosstalk and their implications on the severity of neural conditions. Scientific evidence indicates that the administration of probiotic bacteria exerts beneficial and protective effects as reduced systemic inflammation, neuroinflammation, and inhibited neurodegeneration. The experimental results performed on animals, but also human clinical trials, show the importance of designing a novel microbiota-based probiotic dietary supplementation with the aim to prevent or ease the symptoms of Alzheimer's and Parkinson's diseases or other forms of dementia or neurodegeneration.",16114537.0,ANytO_8mqs,16,gut microbiota,66.0,80.0,Species,82.0,91.0,dysbiosis,Disease,experiences
"Additionally, it has been reported that the intestinal microbiota plays a very crucial role in the neuroendocrine system, which is correlated to the gut-brain axis. As the major neuroendocrine system, the hypothalamic-pituitary-adrenal (HPA) axis regulates various pathophysiological processes in response to inside and outside stressors. It is increasingly recognized that the establishment of intestinal microbiota in early life can impact the development as well as the function of nervous system, especially regulating neuroendocrine function. In neonatal germ-free mice, colonization with B. infantis, and Bifidobacterium could attenuate the high sensitivity of the HPA axis and establish functional neural circuits. The imbalanced microbiota may fail to execute metabolic functions, brain function and neuromodulators. The regulation of neurohumoral-immune not only promotes the development of neurological diseases, but also promotes the occurrence and development of CVDs via the HPA axis and renin-angiotensin system (RAS). For example, dysregulation of the gut-brain axis was associated with hypertension. Interestingly, the gut microbiota can be called ""an endocrine organ"" that biologically regulates host metabolism, for affecting the host's endocrine system by altering the functional metabolism of important hormones such as leptin, ghrelin and cortisol. These hormones also have a great impact on human health and may cause diseases under abnormal circumstances.",18479539.0,444,443,B. infantis,594.0,605.0,Species,570.0,574.0,mice,Species,presence
"The gut microbiota helps maintaining the balance of the mucosal barrier and immune homeostasis (created with BioRender.com). In the healthy gut, the intact mucosa barrier and tight junction prevent the translocation of gut microbiota, while gut microbiota dysbiosis causes disease. Under the leaky gut caused by dysbiosis, the gut microbiota translocases into the blood; the components of microbiota such as LPS activate TLRs and NLRs induce inflammation, endotoxemia, and immune dysregulation, resulting the development of CVDs. Abbreviations: JAM, junctional adhesion molecules; LPS: lipopolysaccharide; TLRs: Toll like receptors; NLRs: Nod-like receptors",16622508.0,R9Kfsa7dk0,x9kZkeBjYC,tight junction,175.0,189.0,Species,156.0,170.0,mucosa barrier,Cellline,part_of
"It has been proven that risk factors for civilization diseases such as stroke and cardiovascular diseases are also associated with the diversity of the intestinal flora. The abovementioned factors comprise atherosclerosis and hypertension. Moreover, the dysregulation of microbiota was observed in patients with stroke together with increased plasma and urinary concentrations of the proatherosclerotic gut bacterial metabolite trimethylamine N-oxide (TMAO), also co-responsible for the development of cardiovascular diseases (atherosclerotic coronary artery disease among others), AD, and gestational diabetes. TMAO is produced from dietary phosphatidylcholine by the intestinal microbiota. Preclinical models of cerebral ischemia indicate the coexistence of pathological microflora which negatively affect intestinal permeability and motility. Some reported experimental results indicate the relationship of intestinal microbiota with neuroinflammatory processes by modulating intestinal T-cell trafficking to the CNS. Animal models of cerebral ischemia-reperfusion injury clearly pointed out the beneficial, neuroprotective effect of the administration of a probiotic containing the Clostridium butyricum bacterial strain on the prognosis of animals after a stroke.",16214272.0,1653,1661,TMAO,452.0,456.0,Chemical,502.0,525.0,cardiovascular diseases,Disease,causes
"Amyotrophic Lateral Sclerosis (ALS) is a fatal health condition caused by the progressive neural death of the spinal cord, brain stem, and motor cortex neurons, causing advanced weakness, paralysis, eating difficulties, and respiratory failure. One of the main signs of ALS is the accumulation of phosphorylated protein, which binds to DNA in the form of protein aggregates deposited in glia and motor neurons. Next-Generation Sequencing (NGS) methods, such as 16S rRNA gene sequencing, have demonstrated the alteration of numerous bacteria, including Parabacteroides distasonis, Lactobacillus gasseri, Prevotella melaninogenica, Ruminococcus torques, and Akkermansia muciniphila. Changes in bacterial abundance and diversity correlate with ASL origins (as one of the environmental factors) together with impaired metabolism, immunological functions, and toxin accumulation, leading to brain damage. It has been demonstrated that Akkermansia muciniphila alleviates ALS symptoms, although Ruminococcus torques and Parabacteroides distasonis aggravate them. The main switches have been observed in SCFA-producing bacteria, leading to reduced levels of SCFAs, e.g., butyrate and propionate.",16209248.0,v_o4skYK-n,1342,SCFA-producing bacteria,1096.0,1119.0,Species,1176.0,1186.0,propionate,Chemical,decrease
